taxon,lfc_(Intercept),lfc_GroupPLE,se_(Intercept),se_GroupPLE,W_(Intercept),W_GroupPLE,p_(Intercept),p_GroupPLE,q_(Intercept),q_GroupPLE,diff_(Intercept),diff_GroupPLE,passed_ss_(Intercept),passed_ss_GroupPLE
 s__[Faecalimonas_Skinner_p2_maxbin2_high_prob.019.contigs],0.817836755,-0.462432943,NA,0.190641313,NA,-2.425670152,1,0.026701142,1,1,FALSE,FALSE,FALSE,FALSE
 s__Frisingicoccus_caecimuris,0.877902202,-0.504815916,NA,0.136052087,NA,-3.710460654,1,0.002617332,1,1,FALSE,FALSE,FALSE,FALSE
 s__Fusicatenibacter_saccharivorans,1.335813924,-1.207831457,NA,0.370833125,NA,-3.25707542,1,0.002297723,1,1,FALSE,FALSE,FALSE,FALSE
 s__Herbinix_hemicellulosilytica,1.133317433,-0.951386556,NA,0.282253499,NA,-3.370681174,1,0.001839689,1,1,FALSE,FALSE,FALSE,FALSE
 s__Hespellia_stercorisuis,0.746956297,-0.359612002,NA,0.185931683,NA,-1.934108255,1,0.072193998,1,1,FALSE,FALSE,FALSE,FALSE
 s__Hungatella_sp005845265,1.065294576,-0.895843958,NA,0.317483495,NA,-2.821702456,1,0.008535816,1,1,FALSE,FALSE,FALSE,FALSE
 s__Lachnoclostridium_A_sp003464085,0.853200798,-0.551393569,NA,0.282474504,NA,-1.952011811,1,0.061785146,1,1,FALSE,FALSE,FALSE,FALSE
 s__Lachnoclostridium_B_sp000765215,1.1396138,-0.954306341,NA,0.387004738,NA,-2.465877666,1,0.018295484,1,1,FALSE,FALSE,FALSE,FALSE
 s__Lachnoclostridium_B_sp002160985,0.981522435,-0.746974997,NA,0.255780537,NA,-2.920374655,1,0.007492226,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_131,0.909461552,-0.635332184,NA,0.17820896,NA,-3.565096749,1,0.002066113,1,1,FALSE,FALSE,FALSE,FALSE
 s__Lachnospira_eligens_A,0.610593373,-0.046517611,NA,0.407095418,NA,-0.114267097,1,0.909643891,1,1,FALSE,FALSE,FALSE,FALSE
 s__Lachnospira_rogosae_A,0.845311374,-0.498482144,NA,0.311958554,NA,-1.597911446,1,0.118346019,1,1,FALSE,FALSE,FALSE,FALSE
 s__Lachnospira_sp900552795,1.25071599,-1.118368141,NA,0.316361693,NA,-3.535093427,1,0.001345235,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_132,1.062154409,-0.861241923,NA,0.241610107,NA,-3.564593935,1,0.00143899,1,1,FALSE,FALSE,FALSE,FALSE
 s__Lacrimispora_indicum,0.851287087,-0.523385866,NA,0.220240329,NA,-2.37643064,1,0.02513074,1,1,FALSE,FALSE,FALSE,FALSE
 s__Lacrimispora_saccharolytica,0.807445597,-0.469112117,NA,0.23594507,NA,-1.988225971,1,0.058307814,1,1,FALSE,FALSE,FALSE,FALSE
 s__Lactonifactor_longoviformis,0.714180328,-0.319295798,NA,0.139266588,NA,-2.292694908,1,0.042575462,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_134,0.885470013,-0.59901512,NA,0.241292627,NA,-2.482525584,1,0.019825031,1,1,FALSE,FALSE,FALSE,FALSE
 s__Marvinbryantia_formatexigens,0.75981438,-0.391778135,NA,0.22833535,NA,-1.715801498,1,0.098567819,1,1,FALSE,FALSE,FALSE,FALSE
 s__Mediterraneibacter_faecis,1.257595678,-1.172546008,NA,0.342338409,NA,-3.42510796,1,0.001584775,1,1,FALSE,FALSE,FALSE,FALSE
 s__Mediterraneibacter_lactaris,1.088440886,-0.926512038,NA,0.299270764,NA,-3.095898929,1,0.004424924,1,1,FALSE,FALSE,FALSE,FALSE
 s__Mediterraneibacter_massiliensis,0.843874195,-0.508978319,NA,0.19107847,NA,-2.663713598,1,0.015342349,1,1,FALSE,FALSE,FALSE,FALSE
 s__Mediterraneibacter_sp002161355,0.760679258,-0.446818453,NA,0.171416888,NA,-2.606618625,1,0.028427963,1,1,FALSE,FALSE,FALSE,FALSE
 s__Mediterraneibacter_sp900120155,0.871406858,-0.600250497,NA,0.204657409,NA,-2.932952681,1,0.008225241,1,1,FALSE,FALSE,FALSE,FALSE
 s__Mediterraneibacter_torques,1.574913363,-1.550167556,NA,0.836108485,NA,-1.854026822,1,0.069885381,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_135,0.992887941,-0.643068282,NA,0.498619909,NA,-1.289696361,1,0.203745244,1,1,FALSE,FALSE,FALSE,FALSE
 s__Muricomes_intestini,0.855547197,-0.429391532,NA,0.167152236,NA,-2.568865015,1,0.019321598,1,1,FALSE,FALSE,FALSE,FALSE
 s__Oribacterium_asaccharolyticum,1.276099735,-1.559029304,NA,0.447281554,NA,-3.485565841,1,0.001695218,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_137,0.940609867,-0.848897114,NA,0.209125885,NA,-4.059263698,1,0.001583795,1,1,FALSE,FALSE,FALSE,FALSE
 s__Roseburia_intestinalis,1.029515698,-0.759956231,NA,0.288785322,NA,-2.631561139,1,0.012111415,1,1,FALSE,FALSE,FALSE,FALSE
 s__Roseburia_inulinivorans,0.622337552,-0.131919906,NA,0.201707797,NA,-0.65401491,1,0.518255322,1,1,FALSE,FALSE,TRUE,TRUE
 s__Roseburia_sp001940165,0.132909307,0.246824271,NA,0.11114606,NA,2.220719931,1,0.068130388,1,1,FALSE,FALSE,FALSE,TRUE
 s__Roseburia_sp900548205,0.11572036,0.526752419,NA,0.149514174,NA,3.523093521,1,0.004199451,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Roseburia_Garnier_p1_metabat2_high_PE.021.contigs],0.431928468,0.174198622,NA,0.224246398,NA,0.776817927,1,0.448599164,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_138,0.209546068,0.403270762,NA,0.124556155,NA,3.237662268,1,0.00711743,1,1,FALSE,FALSE,FALSE,TRUE
 s__Ruminococcus_A_faecicola,0.201132736,0.474317184,NA,0.169621211,NA,2.796331784,1,0.015135616,1,1,FALSE,FALSE,FALSE,TRUE
 s__Ruminococcus_A_sp003011855,0.401306379,0.10336745,NA,0.141099336,NA,0.732586366,1,0.479130565,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_139,0.386274437,0.16951218,NA,0.162405077,NA,1.043761585,1,0.317167127,1,1,FALSE,FALSE,FALSE,TRUE
 s__Ruminococcus_B_gnavus,0.822914731,-0.381785021,NA,0.226968741,NA,-1.682103974,1,0.097925717,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Ruminococcus_B_Snoopy_p1_metabat2_high_PE.024.contigs],1.157167069,-0.883132214,NA,0.263341781,NA,-3.35355906,1,0.001969787,1,1,FALSE,FALSE,FALSE,FALSE
 s__Schaedlerella_glycyrrhizinilytica,0.703264198,-0.211646936,NA,0.157051474,NA,-1.347627825,1,0.207515308,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Schaedlerella_Mya_p2_metabat2_high_PE.023.contigs],1.347013642,-1.21122122,NA,0.40701845,NA,-2.975838612,1,0.004645176,1,1,FALSE,FALSE,FALSE,FALSE
 s__Stomatobaculum_longum,1.137730413,-0.904416661,NA,0.296440467,NA,-3.050921722,1,0.003943349,1,1,FALSE,FALSE,FALSE,FALSE
 s__TF01-11_sp001414325,1.201878618,-1.009059931,NA,0.339756451,NA,-2.96995076,1,0.004566123,1,1,FALSE,FALSE,FALSE,FALSE
 s__TF01-11_sp001916135,1.203045926,-1.077025872,NA,0.359805169,NA,-2.993358528,1,0.004659058,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_141,1.100504889,-0.886015989,NA,0.299905908,NA,-2.954313222,1,0.005289642,1,1,FALSE,FALSE,FALSE,FALSE
 s__UBA9502_sp003480315,1.092535432,-0.852363623,NA,0.300956238,NA,-2.832184606,1,0.007278012,1,1,FALSE,FALSE,FALSE,FALSE
 s__UBA9502_sp003506385,1.504845703,-1.445584493,NA,0.476335686,NA,-3.034802002,1,0.003725019,1,1,FALSE,FALSE,FALSE,FALSE
 s__UBA9502_sp900538475,1.221644568,-1.004513425,NA,0.300299798,NA,-3.345035303,1,0.001516842,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_143,1.205635463,-1.063346951,NA,0.315346231,NA,-3.371998285,1,0.001759609,1,1,FALSE,FALSE,FALSE,FALSE
 s__Pseudoruminococcus_massiliensis,0.484923704,0.714180697,NA,0.173003421,NA,4.128130499,1,0.003306957,1,1,FALSE,FALSE,FALSE,FALSE
 s__Ruminococcus_E_bromii_A,1.379406928,-1.369897144,NA,0.532404557,NA,-2.573037978,1,0.015269202,1,1,FALSE,FALSE,FALSE,FALSE
 s__Agathobaculum_butyriciproducens,1.176273997,-0.957934689,NA,0.321620271,NA,-2.978464905,1,0.004532516,1,1,FALSE,FALSE,FALSE,FALSE
 s__Agathobaculum_desmolans,0.663456448,-0.056139709,NA,0.300884139,NA,-0.186582481,1,0.853778723,1,1,FALSE,FALSE,FALSE,TRUE
 s__Agathobaculum_sp003481705,0.332075593,0.416558224,NA,0.129463318,NA,3.217577231,1,0.018192582,1,1,FALSE,FALSE,FALSE,TRUE
 s__Agathobaculum_sp900625105,0.313976075,0.819547435,NA,0.231644942,NA,3.537946595,1,0.004086232,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_144,0.588997061,0.104335164,NA,0.306200003,NA,0.340741878,1,0.737242657,1,1,FALSE,FALSE,FALSE,FALSE
 s__Butyricicoccus_pullicaecorum,1.241947223,-0.893211988,NA,0.374198082,NA,-2.387003115,1,0.029676497,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_145,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
 s__An92_sp900199495,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,FALSE
 s__Flavonifractor_gabonensis,0.646377172,-0.297001784,NA,0.10708337,NA,-2.773556557,1,0.02755263,1,1,FALSE,FALSE,FALSE,TRUE
 s__Flavonifractor_plautii,0.720378181,-0.240590711,NA,0.693010453,NA,-0.347167506,1,0.730241261,1,1,FALSE,FALSE,TRUE,TRUE
 s__Flavonifractor_sp000508885,0.153689139,0.678875911,NA,0.231135845,NA,2.937129509,1,0.010196604,1,1,FALSE,FALSE,TRUE,TRUE
 s__Flavonifractor_sp002161085,0.607273273,-0.030816012,NA,0.293587275,NA,-0.104963717,1,0.916956695,1,1,FALSE,FALSE,FALSE,FALSE
 s__Flavonifractor_sp002161215,0.502793782,-0.010348813,NA,0.121364444,NA,-0.085270552,1,0.933913074,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_147,0.506845944,0.111579208,NA,0.195531386,NA,0.570646025,1,0.576689015,1,1,FALSE,FALSE,TRUE,TRUE
 s__Intestinimonas_massiliensis,0.668559037,0.330426206,NA,0.133817203,NA,2.469235626,1,0.056583277,1,1,FALSE,FALSE,FALSE,FALSE
 s__Lawsonibacter_sp014287875,0.831365415,-0.659306545,NA,0.264534552,NA,-2.492326773,1,0.02584688,1,1,FALSE,FALSE,FALSE,FALSE
 s__Marseille-P3106_sp900169975,1.357314255,-1.221567586,NA,0.436305257,NA,-2.799800294,1,0.01184179,1,1,FALSE,FALSE,FALSE,TRUE
 s__NSJ-62_sp014334055,0.695409111,-0.132296023,NA,0.172128026,NA,-0.768590832,1,0.467269792,1,1,FALSE,FALSE,FALSE,FALSE
 s__Pseudoflavonifractor_capillosus,0.764684586,-0.197384411,NA,0.121768707,NA,-1.620978122,1,0.156149276,1,1,FALSE,FALSE,FALSE,FALSE
 s__Pseudoflavonifractor_sp014287675,0.720967889,-0.240792279,NA,0.155146205,NA,-1.552034601,1,0.159254986,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_149,0.903174996,-0.676778251,NA,0.161428861,NA,-4.192424126,1,0.003027705,1,1,FALSE,FALSE,FALSE,FALSE
 s__Anaerotruncus_sp000403395,0.791244913,-0.361267233,NA,0.16327019,NA,-2.21269561,1,0.051325807,1,1,FALSE,FALSE,FALSE,FALSE
 s__Angelakisella_massiliensis,0.656407092,-0.138460038,NA,0.424663007,NA,-0.326046855,1,0.7459346,1,1,FALSE,FALSE,FALSE,FALSE
 s__Faecalibacterium_prausnitzii,0.817887197,-0.439366299,NA,0.244770308,NA,-1.795014695,1,0.08040422,1,1,FALSE,FALSE,FALSE,FALSE
 s__Faecalibacterium_prausnitzii_A,0.662521942,-0.162733158,NA,0.250002811,NA,-0.650925314,1,0.518640264,1,1,FALSE,FALSE,FALSE,TRUE
 s__Faecalibacterium_prausnitzii_C,0.628269958,-0.088567544,NA,0.193048995,NA,-0.458782725,1,0.649003616,1,1,FALSE,FALSE,FALSE,TRUE
 s__Faecalibacterium_prausnitzii_D,0.593637455,-0.128119008,NA,0.227169138,NA,-0.563980693,1,0.576580429,1,1,FALSE,FALSE,FALSE,FALSE
 s__Faecalibacterium_prausnitzii_H,0.969625485,-0.709649128,NA,0.232777232,NA,-3.048619147,1,0.006103056,1,1,FALSE,FALSE,FALSE,FALSE
 s__Fournierella_massiliensis,0.911000654,-0.499076699,NA,0.375581317,NA,-1.328811301,1,0.190065249,1,1,FALSE,FALSE,FALSE,FALSE
 s__Fournierella_sp002159185,0.417457243,0.270582676,NA,0.409205502,NA,0.661239095,1,0.512915298,1,1,FALSE,FALSE,FALSE,FALSE
 s__Fournierella_sp002160145,0.648744705,-0.177119579,NA,0.330485468,NA,-0.535937572,1,0.595490738,1,1,FALSE,FALSE,FALSE,FALSE
 s__Fournierella_sp002161595,0.72065025,-0.280707274,NA,0.310826865,NA,-0.903098497,1,0.37264743,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_151,0.424265497,0.283540159,NA,0.345475052,NA,0.820725425,1,0.41787497,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Fournierella_Flurry_p2_maxbin2_high_prob.020.contigs],0.671739521,-0.216494869,NA,0.286198869,NA,-0.756449073,1,0.454913381,1,1,FALSE,FALSE,FALSE,FALSE
 s__Gemmiger_formicilis,0.500163255,0.131175317,NA,0.311002899,NA,0.421781653,1,0.676004526,1,1,FALSE,FALSE,FALSE,FALSE
 s__Gemmiger_variabilis,0.626570278,-0.131710185,NA,0.288334429,NA,-0.456796592,1,0.651107677,1,1,FALSE,FALSE,FALSE,FALSE
 s__Harryflintia_acetispora,0.891468447,-0.47222052,NA,0.350340118,NA,-1.34789165,1,0.183768723,1,1,FALSE,FALSE,FALSE,FALSE
 s__Massilimaliae_timonensis,0.466706239,0.199306676,NA,0.331777931,NA,0.600723126,1,0.552008253,1,1,FALSE,FALSE,FALSE,FALSE
 s__Massilioclostridium_coli,0.625084653,-0.09953861,NA,0.45053635,NA,-0.220933584,1,0.826296772,1,1,FALSE,FALSE,FALSE,FALSE
 s__Negativibacillus_massiliensis,1.215567114,-1.053492799,NA,0.477625357,NA,-2.205688587,1,0.03222718,1,1,FALSE,FALSE,FALSE,FALSE
 s__Negativibacillus_sp000435195,0.732844073,-0.243829762,NA,0.294015092,NA,-0.82931036,1,0.411306436,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_152,0.799676052,-0.460958383,NA,0.19069486,NA,-2.41725646,1,0.022951232,1,1,FALSE,FALSE,FALSE,FALSE
 s__Phocea_massiliensis,0.589029626,-0.087032441,NA,0.222625662,NA,-0.390936249,1,0.698518309,1,1,FALSE,FALSE,FALSE,FALSE
 s__Ruminococcus_C_callidus,0.683649878,-0.276078494,NA,0.200969133,NA,-1.373735802,1,0.179702551,1,1,FALSE,FALSE,FALSE,FALSE
 s__Ruminococcus_D_bicirculans,0.340298859,0.298309013,NA,0.144017552,NA,2.071337894,1,0.052186767,1,1,FALSE,FALSE,FALSE,TRUE
 s__Ruthenibacterium_lactatiformans,0.664714722,-0.187398375,NA,0.265243805,NA,-0.706513675,1,0.48468266,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_153,0.66376894,-0.173656902,NA,0.252877656,NA,-0.686723,1,0.496538954,1,1,FALSE,FALSE,FALSE,FALSE
 s__[UMGS966_Burrito_p2_metabat2_low_PE.022.contigs],0.737285568,-0.332639318,NA,0.198891634,NA,-1.672465105,1,0.105983012,1,1,FALSE,FALSE,FALSE,FALSE
 s__[UMGS966_Garnier_p2_metabat2_high_PE.044.contigs],0.439259463,0.166370219,NA,0.119439869,NA,1.392920306,1,0.182697246,1,1,FALSE,FALSE,FALSE,TRUE
 s__[UMGS966_Kit_p2_maxbin2_low_prob.041.contigs],0.550822425,0.032575396,NA,0.210172003,NA,0.154993982,1,0.878023046,1,1,FALSE,FALSE,FALSE,FALSE
 s__[UMGS966_Oklahoma_p2_metabat2_low_PE.026.contigs],0.55209599,-0.010194229,NA,0.220695319,NA,-0.046191417,1,0.963497645,1,1,FALSE,FALSE,FALSE,FALSE
 s__[UMGS966_Peterbilt_p2_maxbin2_low_prob.036.contigs],0.668920051,-0.179452866,NA,0.260741326,NA,-0.68824098,1,0.496963947,1,1,FALSE,FALSE,FALSE,FALSE
 s__[UMGS966_Pinky_p2_metabat2_low_PE.014.contigs],0.460118787,0.156563177,NA,0.194750938,NA,0.80391488,1,0.427987115,1,1,FALSE,FALSE,FALSE,FALSE
 s__[UMGS966_Snoopy_p2_metabat2_high_PE.037.contigs],0.872602999,-0.599184286,NA,0.171247087,NA,-3.498945862,1,0.001933021,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_154,0.603189072,-0.048918121,NA,0.160225848,NA,-0.305307299,1,0.763451624,1,1,FALSE,FALSE,FALSE,FALSE
 s__Alterileibacterium_massiliense,0.685955594,-0.294035392,NA,0.172383504,NA,-1.705704928,1,0.099134195,1,1,FALSE,FALSE,FALSE,FALSE
 s__BX12_sp014333425,0.649050256,-0.203624159,NA,0.215341859,NA,-0.945585589,1,0.351914305,1,1,FALSE,FALSE,FALSE,FALSE
 s__Emergencia_timonensis,0.831434696,-0.505837004,NA,0.165581426,NA,-3.054913932,1,0.005289785,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Eubacterium_M_Reeses_p1_metabat2_high_PE.038.contigs],0.581804746,-0.087701354,NA,0.123147361,NA,-0.712165924,1,0.488061347,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Eubacterium_M_Strawberry_p1_metabat2_low_PE.016.contigs],0.730980696,-0.312977779,NA,0.176229162,NA,-1.775970425,1,0.087444177,1,1,FALSE,FALSE,FALSE,FALSE
 s__Mogibacterium_diversum,0.641894359,-0.133391333,NA,0.316428287,NA,-0.421553124,1,0.675929121,1,1,FALSE,FALSE,FALSE,FALSE
 s__UBA1191_sp900545775,0.501794663,0.02350925,NA,0.16512014,NA,0.142376637,1,0.888078391,1,1,FALSE,FALSE,FALSE,TRUE
 s__Criibacterium_bergeronii,0.632692708,-0.131694486,NA,0.2609521,NA,-0.504669196,1,0.617144752,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_157,0.523217398,0.092013483,NA,0.206287023,NA,0.446045909,1,0.658664113,1,1,FALSE,FALSE,FALSE,FALSE
 s__Asaccharospora_irregularis,0.82161574,-0.445749824,NA,0.364645843,NA,-1.222418497,1,0.228885906,1,1,FALSE,FALSE,FALSE,FALSE
 s__Clostridioides_difficile,1.240388893,-1.060343813,NA,0.495941079,NA,-2.138043928,1,0.037742916,1,1,FALSE,FALSE,FALSE,FALSE
 s__Intestinibacter_bartlettii,0.407820105,0.293244381,NA,0.180186452,NA,1.627449664,1,0.119294024,1,1,FALSE,FALSE,FALSE,TRUE
 s__Intestinibacter_sp900540355,0.307024804,0.49695655,NA,0.235440839,NA,2.110749146,1,0.046957464,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_158,0.502321115,0.070019732,NA,0.19208189,NA,0.36453063,1,0.719709148,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_159,0.178875966,0.524353161,NA,0.124529167,NA,4.210685515,1,0.00145908,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_160,0.27380616,0.454897799,NA,0.146545015,NA,3.104150619,1,0.00644694,1,1,FALSE,FALSE,FALSE,TRUE
 s__Paraclostridium_bifermentans,0.234319359,0.550684591,NA,0.186250969,NA,2.956680417,1,0.008101577,1,1,FALSE,FALSE,FALSE,TRUE
 s__Paraclostridium_bifermentans_A,0.530460031,0.021749351,NA,0.19026591,NA,0.11431029,1,0.909942761,1,1,FALSE,FALSE,FALSE,TRUE
 s__Paraclostridium_sordellii,0.440666434,0.272120907,NA,0.239253574,NA,1.137374471,1,0.266165799,1,1,FALSE,FALSE,FALSE,TRUE
 s__Paraclostridium_tenue,0.376094413,0.256474091,NA,0.215663022,NA,1.189235358,1,0.247024751,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_161,0.342950848,0.452236932,NA,0.252354246,NA,1.792071821,1,0.08476761,1,1,FALSE,FALSE,FALSE,FALSE
 s__Peptacetobacter_hiranonis,0.391033131,0.341165428,NA,0.259987821,NA,1.312236191,1,0.199392598,1,1,FALSE,FALSE,FALSE,FALSE
 s__Peptacetobacter_sp900550335,0.693570546,-0.197309996,NA,0.366574049,NA,-0.538254132,1,0.593540634,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Peptacetobacter_Connie_p2_maxbin2_low_prob.021.contigs],0.004371502,0.531073203,NA,0.122856966,NA,4.322695066,1,0.001925566,1,1,FALSE,FALSE,FALSE,TRUE
 s__Peptostreptococcus_canis,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Romboutsia_dakarensis,0.375457824,0.057258504,NA,0.1017774,NA,0.562585645,1,0.598004888,1,1,FALSE,FALSE,FALSE,TRUE
 s__Romboutsia_ilealis,0.32842644,0.271624281,NA,0.111095759,NA,2.444956356,1,0.034554713,1,1,FALSE,FALSE,FALSE,TRUE
 s__Romboutsia_timonensis,0.327627462,0.290254125,NA,0.110142957,NA,2.635249081,1,0.033654943,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Romboutsia_GCF_017590215.1],0.32055912,0.337614819,NA,0.1158542,NA,2.914135354,1,0.017195131,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Romboutsia_Skinner_p2_metabat2_high_PE.010.contigs],0.510729431,-0.027372564,NA,0.117990603,NA,-0.231989354,1,0.822370539,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_164,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,FALSE
 s__Terrisporobacter_glycolicus,0.135029605,0.438884494,NA,0.116224957,NA,3.776163981,1,0.005417736,1,1,FALSE,FALSE,FALSE,TRUE
 s__Terrisporobacter_glycolicus_A,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Terrisporobacter_othiniensis,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Anaerococcus_prevotii,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,FALSE
 s__Finegoldia_magna,0.006574506,0.579977755,NA,0.113236513,NA,5.121826333,1,0.001365976,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_166,0.162102544,0.475202997,NA,0.139781642,NA,3.399609502,1,0.004745882,1,1,FALSE,FALSE,FALSE,TRUE
 s__Christensenella_minuta,0.275996669,0.213759459,NA,0.107840823,NA,1.9821757,1,0.10428764,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_167,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__UMGS1590_sp900553245,0.195712399,0.727022878,NA,0.262655326,NA,2.767973102,1,0.009300322,1,1,FALSE,FALSE,FALSE,TRUE
 s__Acidaminococcus_intestini,0.117810521,0.516192078,NA,0.113748956,NA,4.537994,1,0.001409958,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_168,0.224662632,0.24273715,NA,0.108377067,NA,2.239746443,1,0.060100362,1,1,FALSE,FALSE,FALSE,TRUE
 s__Phascolarctobacterium_faecium,0.471016952,0.195273267,NA,0.51731587,NA,0.377473954,1,0.707557478,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_170,0.334260221,0.25262456,NA,0.131318316,NA,1.923757237,1,0.095798578,1,1,FALSE,FALSE,FALSE,TRUE
 s__Phascolarctobacterium_A_sp900544885,0.506915607,0.107881157,NA,0.240362129,NA,0.448827598,1,0.657422467,1,1,FALSE,FALSE,FALSE,TRUE
 s__Phascolarctobacterium_A_sp900552855,0.611012253,-0.052279718,NA,0.153725042,NA,-0.340085891,1,0.734999677,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_172,0.794694583,-0.518382521,NA,0.14970796,NA,-3.462624966,1,0.007131218,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Megamonas_Belle_p2_maxbin2_low_prob.007.contigs],0.569082753,0.09116026,NA,0.171458051,NA,0.531676752,1,0.604653083,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Megamonas_Garnier_p2_metabat2_low_PE.022.contigs],0.672550897,-0.344271131,NA,0.144822523,NA,-2.377193292,1,0.063384983,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_173,0.982128064,-0.786014038,NA,0.219553082,NA,-3.58006379,1,0.001669774,1,1,FALSE,FALSE,FALSE,FALSE
 s__Allisonella_histaminiformans,0.675863612,-0.168735807,NA,0.202563578,NA,-0.83300171,1,0.4225619,1,1,FALSE,FALSE,FALSE,FALSE
 s__Dialister_invisus,0.670641477,-0.167701849,NA,0.140681565,NA,-1.192066986,1,0.272075289,1,1,FALSE,FALSE,FALSE,FALSE
 s__28L_sp000177555,0.631980065,-0.234547594,NA,0.128266914,NA,-1.828589979,1,0.126997818,1,1,FALSE,FALSE,FALSE,TRUE
 s__Megasphaera_elsdenii,0.408735459,0.192395013,NA,0.132714029,NA,1.449696124,1,0.175048989,1,1,FALSE,FALSE,FALSE,TRUE
 s__Fusobacterium_A_sp900543175,0.768749731,-0.455801177,NA,0.252072177,NA,-1.808216929,1,0.087311208,1,1,FALSE,FALSE,TRUE,TRUE
 s__Fusobacterium_B_perfoetens,0.244934133,0.423692279,NA,0.174841173,NA,2.423298081,1,0.02952036,1,1,FALSE,FALSE,FALSE,TRUE
 s__Fusobacterium_B_sp900541465,-0.024290189,0.819189157,NA,0.536532322,NA,1.526821635,1,0.133235083,1,1,FALSE,FALSE,TRUE,FALSE
 s__Fusobacterium_B_sp900554885,-0.087522163,0.925274311,NA,0.59586171,NA,1.552833981,1,0.12641438,1,1,FALSE,FALSE,TRUE,FALSE
 s__[Fusobacterium_B_Lana_p2_metabat2_high_PE.045.contigs],NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
 s__Fusobacterium_C_necrophorum,0.749624031,-0.400081834,NA,0.123060841,NA,-3.251089718,1,0.011682008,1,1,FALSE,FALSE,FALSE,TRUE
 s__Brevundimonas_bullata,-0.243142235,1.119775471,NA,0.531005325,NA,2.108783884,1,0.039798349,1,1,FALSE,FALSE,TRUE,FALSE
 s__Phenylobacterium_sp001429025,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,FALSE
 s__Shinella_sp001713395,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_190,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Sphingomonas_aerolata,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Sutterella_Peterbilt_p2_metabat2_high_PE.028.contigs],NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
